Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity
THE GIRLS - BLACKPINK THE GAME OST,THE GIRLS (BLACKPINK THE GAME OST),BLACKPINK,2023-08-25,KRA402300038,"3,596",22.7,116539504,7964,8670175,62.0
Raja Ji,Raja Ji,Pawan Singh,2023-06-30,ING642304903,"3,581",22.7,27244358,456,263080,61.0
ýý ýýýýýýýýýý,ýý ýýýýýýýýýý - Single,A.V.G,2023-07-17,DGA062340713,"3,593",22.7,10694922,5363,288263,50.0
I'm Geekin,I'm Geekin,DDG,2023-04-21,USSM12302214,"3,584",22.7,76004507,24334,3477076,60.0
Hey Lil Mamï¿,Sol Marï¿½,Eladio Carrion,2024-01-19,QMFMG2346935,"3,574",22.7,77975794,7057,10565513,71.0
Eres Mï¿½,"Fï¿½ï¿½rmula, Vol. 2 (Deluxe Edit",Romeo Santos,2014-02-25,USSD11300464,"3,583",22.7,562983225,52754,16157389,73.0
Yo Ya No Vuelvo Contigo - En Vivo,Viva Mï¿½ï¿½xico (En V,Grupo Firme,2020-11-25,QZDQH1908793,"3,587",22.7,1969714,502,83027,29.0
Bella y Sensual,Golden,Romeo Santos,2017-07-21,USSD11700316,"3,611",22.6,494373634,45589,20264304,66.0
Save Me The Trouble,"Save Me The Trouble, Heartbreak On The Map, Bigger Houses",Dan + Shay,2023-07-14,USWB12302904,"3,616",22.6,28945482,3303,2239918,52.0
Marisola - Remix,Marisola (Remix),Cris Mj,2022-12-15,CLA1D2200030,"3,621",22.6,325264193,47780,22081093,70.0
Trampoline,Trampoline,SHAED,2018-05-18,QZ47A1800201,"3,615",22.6,229366200,37923,4719100,55.0
Alone (with Nicki Minaj),Alone,Kim Petras,2023-04-21,USUG12302442,"3,622",22.6,79045342,18284,6628769,55.0
Godï¿½ï¿½ï¿½,GO LIVE,Stray Kids,2020-06-17,US5TA2000037,"3,600",22.6,354643707,30447,7012694,68.0
Story of My Life,Story of My Life,One Direction,2013-10-28,GBHMU1300210,"3,607",22.6,1275036167,143693,85520811,79.0
I Know - PR1ISVX Edit,I Know (PR1ISVX Edit),Kanii,2023-03-24,USWB12301125,"3,617",22.6,152454686,34461,5057389,65.0
Wish,Wish,Diler Kharkiya,2020-11-20,INS922000422,"3,598",22.6,10848948,1036,186826,45.0
Sofia,Sofia,Alvaro Soler,2016-04-15,DEUM71601055,"3,612",22.6,353525330,59509,9323605,65.0
Explï¿½ï¿½,Para Mi Ex,Myke Towers,2020-12-15,QMFMF2007349,"3,619",22.6,243931915,57909,7781405,62.0
Like I Want You,LIKE I WANT YOU,Giveon,2019-11-21,USSM11914370,"3,623",22.6,382565051,85310,24209669,69.0
Black Magic,Black Magic,Little Mix,2015-05-21,GBHMU1500046,"3,637",22.5,642037328,56621,20621933,67.0
La Gï¿½ï¿½e,La Gï¿½ï¿½erita - Si,Grupo Marca Registrada,2024-04-26,BK4DA2412746,"3,645",22.5,27813921,1325,40146341,75.0
Mi Tesoro (feat. Nicky Jam),Motivan2,Zion & Lennox,2016-09-30,USWL11600243,"3,631",22.5,162240700,16013,5249592,54.0
Voices In My Head,Voices In My Head,Falling In Reverse,2022-05-31,USEP42231001,"3,644",22.5,122568479,33824,2017666,68.0
Better Now,beerbongs & bentleys,Post Malone,2018-04-27,USUM71805184,"3,647",22.5,1953403531,5013,1630513,46.0
Algo Mï¿½ï¿½,Algo Mï¿½ï¿½,Rauw Alejandro,2020-06-25,USSD12000187,"3,648",22.5,304134537,57388,9038307,64.0
Quicksand,Quicksand,Morray,2020-10-30,CA5KR2101974,"3,642",22.5,92536126,39798,3748995,53.0
Singapur,El Androide,El Alfa,2020-05-15,USDY42003198,"3,641",22.5,200520284,32859,6302679,64.0
Tom's Diner,Tom's Diner,AnnenMayKantereit,2019-06-28,DEUM71903009,"3,640",22.5,296543065,117924,14177874,68.0
La Jeepeta - Remix,La Jeepeta (Remix),Nio Garcia,2020-04-24,QM6MZ2057011,"3,625",22.5,672449007,89441,25654350,64.0
Marvins Room,Marvins Room,Drake,2011-07-22,USCM51100267,"3,624",22.5,597923434,102247,25718396,68.0
The Motto,Take Care (Deluxe),Drake,2011-11-15,USCM51100731,"3,630",22.5,549699659,89323,25996675,68.0
Hot (feat. Gunna),So Much Fun,Young Thug,2019-08-16,USAT21904711,"3,635",22.5,387820994,84975,16825587,64.0
Skibidi Toilet,Skibidi Toilet,Lil Big Stack,2023-06-18,QZMEP2360644,"3,636",22.5,8388731,1929,194015,55.0
moment,moment,Vierre Cloud,2019-12-19,QM42K1931856,"3,628",22.5,383570519,111710,19093657,71.0
Heaven Takes You Home,Paradise Again,Swedish House Mafia,2022-04-15,USUG12202132,"3,649",22.5,248202976,55197,31793054,71.0
God Damn,Ek Tha Raja,Badshah,2024-03-18,INUM72400156,"3,651",22.4,34233316,1547,5202586,70.0
Razzi Bolja,Razzi Bolja,Harjeet Deewana,2021-01-17,ING582100020,"3,664",22.4,14329936,1206,238098,51.0
"Tested, Approved & Trusted",I Told Them...,Burna Boy,2023-08-23,USAT22307524,"3,658",22.4,42115225,15081,3685016,61.0
GALOPA,GALOPA,PEDRO SAMPAIO,2021-09-16,BRWMB2100721,"3,667",22.4,210287302,26385,7610967,57.0
BEST ON EARTH (feat. BIA) - Bonus,BEST ON EARTH (feat. BIA),Russ,2019-10-18,USSM11913145,"3,665",22.4,236121136,50891,7553724,60.0
Drunk (And I Don't Wanna Go Home),Drunk (And I Don't Wanna Go Home),Elle King,2021-02-26,USRC12100003,"3,676",22.4,198817832,29696,13496258,61.0
Overdrive,Overdrive,Post Malone,2023-07-14,USUM72306020,"3,669",22.4,130236751,27992,6772366,63.0
Freak (feat. REI AMI),Thrill Seeker,Sub Urban,2020-03-13,USWB12000170,"3,652",22.4,193103080,47712,8225689,62.0
Sugar Rush Ride,The Name Chapter: TEMPTATION,TOMORROW X TOGETHER,2023-01-27,USA2P2243432,"3,672",22.4,178523233,14560,6470472,67.0
Sakhiyaan,Sakhiyaan,Maninder Buttar,2018-10-21,FR96X1865569,"3,668",22.4,177496669,14789,2384549,65.0
Aynen,Hermano,Heijan,2023-04-28,QZMZ92307983,"3,663",22.4,66701855,12381,2302824,57.0
Maniac,Maniac,Conan Gray,2019-10-25,USUM71920712,"3,653",22.4,845222205,109624,33327204,71.0
Si Supieras,Si Supieras,Daddy Yankee,2019-06-28,US2BU1900761,"3,677",22.4,306404848,33666,10575144,63.0
Suano,Suano - Single,NTG,2024-03-24,TCAIA2470789,"3,656",22.4,15333864,1439,35368637,71.0
Heart On Ice,Heart On Ice,Rod Wave,2019-05-31,USUYG1257043,"3,659",22.4,320136804,70340,8592699,62.0
Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),Calvin Harris,2022-05-27,GBARL2201128,"3,657",22.4,221965013,38872,27661038,60.0
Pï¿½ï¿½gina De Ex - Ao Vivo N,Mari No Barzinho (Ao Vivo No RJ),Mari Fernandez,2024-04-26,BCZT72400033,"3,666",22.4,13842105,920,16028156,71.0
NEW MAGIC WAND,IGOR,"Tyler, The Creator",2019-05-17,USQX91901115,"3,703",22.3,617991511,145653,18875661,74.0
Taaron Ke Shehar,Taaron Ke Shehar,Neha Kakkar,2020-09-20,INS182006274,"3,686",22.3,95962246,7017,3232549,58.0
Monster,Monster,LUM!X,2019-04-19,ITV951900009,"3,704",22.3,324575469,84886,16138519,66.0
"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,2024-03-28,USWL12400691,"3,684",22.3,35185414,3730,5697401,68.0
River (feat. Ed Sheeran),Revival,Eminem,2017-12-15,USUM71712944,"3,691",22.3,830410811,95470,18564708,67.0
Kitty,Kitty,Kenia OS,2024-04-23,MXF012400293,"3,680",22.3,23061213,703,18729564,77.0
Amapiano,Amapiano,Asake,2023-05-23,USUYG1489119,"3,701",22.3,68990989,21556,4941800,63.0
Hola Seï¿½ï¿½o,Ceinture noire (Transcendance),GIMS,2019-04-25,FR8FB1901430,"3,695",22.3,208249257,42423,5969962,58.0
M.A (Mejores Amigos),M.A (Mejores Amigos) - Single,BM,2022-09-20,QZTVM2225505,"3,697",22.3,179475517,26160,3816329,2.0
LOST FOREVER,UTOPIA,Travis Scott,2023-07-28,USSM12305017,"3,683",22.3,66878719,33290,3109142,62.0
Bad and Boujee (feat. Lil Uzi Vert),Bad and Boujee (feat. Lil Uzi Vert) [Radio Version],Migos,2016-10-28,QMCE31700918,"3,688",22.3,936450891,1317,319309,40.0
Playing Games,Playing Games,Summer Walker,2019-08-23,USUM71917221,"3,737",22.2,177369022,26786,5711358,58.0
Balanï¿½ï¿½o da ,Balanï¿½ï¿½o da ,Matheus Fernandes,2022-02-24,BCDE52200008,"3,719",22.2,237867475,19268,14221320,61.0
Better Things,Better Things - Single,aespa,2023-08-18,KRA302300242,"3,738",22.2,72446983,7731,5625254,60.0
Chana Tera Shukriya,Jogiya Koe,Tanveer Anjum,2023-07-15,DGA062354084,"3,717",22.2,9015,4,95,6.0
Inolvidable,Inolvidable,Ovy On The Drums,2020-01-15,USWL12000002,"3,712",22.2,256133319,38487,8731809,65.0
Zombie,Zombie,Bad Wolves,2018-01-19,USDPK1800004,"3,718",22.2,391235723,77293,8225027,6.0
NI BIEN NI MAL,X 100PRE,Bad Bunny,2018-12-23,QM7281884659,"3,735",22.2,461199840,57617,14966162,61.0
MAï¿½ï¿½ANA SERï¿½ï¿,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2023-02-23,USUM72222550,"3,721",22.2,132811353,12970,4805498,66.0
My Heart Goes (La Di Da),Only Honest On The Weekend,Becky Hill,2021-08-20,GBUM72102422,"3,736",22.2,300361628,57447,23619962,63.0
ONLY,ONLY,LeeHi,2021-08-27,KRC712100039,"3,724",22.2,335212411,50340,7777287,71.0
Avalon,Avalon,$uicideboy$,2021-05-21,QZAPK2000176,"3,723",22.2,204669341,54797,3940409,65.0
Puro Campeï¿½,Puro Campeï¿½ï¿½n - Si,Grupo Marca Registrada,2022-10-14,USA2P2243895,"3,708",22.2,162996272,20521,5076875,61.0
Gas Pedal,Gas Pedal - The EP,Sage The Gemini,2013-03-19,USUYG1027384,"3,751",22.1,253903241,57350,12202121,59.0
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)","Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,2023-04-28,ZB1OS2300183,"3,747",22.1,54611633,19814,4852560,61.0
DANCE CRIP,DANCE CRIP,Trueno,2021-11-17,ARRWN2000082,"3,754",22.1,265253887,50642,5259227,61.0
stellar,stellar,.diedlonely,2023-06-23,QM3DF2222961,"3,742",22.1,44235866,6022,1268699,66.0
Shut up My Moms Calling - (Sped Up),Shut up My Moms Calling (Sped up),Hotel Ugly,2022-09-14,SE6XY2215995,"3,746",22.1,428290193,54042,7715768,75.0
Spinnin,Spinnin,Connor Price,2022-10-21,QZTAS2238500,"3,741",22.1,164206429,49659,12999272,63.0
Baby Shark,Baby Shark & More Kids Songs,Super Simple Songs,2017-03-24,TCADE1784654,"3,749",22.1,53980875,4005,631145,55.0
Coladin,Indï¿½ï¿½,Zï¿½ï¿½ Vaqu,2022-10-27,BCZZV2200032,"3,760",22.1,68110254,5563,9739787,62.0
Time of Our Lives,Time of Our Lives,Pitbull,2014-11-17,USRC11402647,"3,739",22.1,1283683926,203125,103528914,79.0
Blood // Water,Blood / / Water,grandson,2017-10-27,TCADI1720999,"3,745",22.1,658966178,132079,18302636,68.0
This Town,This Town,Niall Horan,2016-09-29,USUG11601029,"3,743",22.1,957810500,107486,73687531,74.0
Maybe Youï¿½ï¿½ï¿½re The P,Maybe Youï¿½ï¿½ï¿½re The P,Ava Max,2022-04-28,USAT22203651,"3,761",22.1,181659395,24137,10925511,62.0
Lil Bit,Lil Bit,Nelly,2020-10-23,USQX92003343,"3,792",22.0,250828412,40989,10401884,61.0
Nenas,Nenas,Anni K,2022-11-25,QZNW72249626,"3,790",22.0,22362,5,22387,10.0
Disaster,Disaster - Single,KSLV Noh,2021-06-21,QZHNC2184834,"3,784",22.0,258379092,72424,23939335,65.0
Trouble With A Heartbreak,Trouble With A Heartbreak,Jason Aldean,2022-01-14,QMRSZ2102055,"3,770",22.0,54488988,10962,1379201,4.0
Los Collares,Los Collares,Oscar Maydon,2022-09-30,USANG2210588,"3,769",22.0,332741927,23892,9122511,72.0
BLAQ ON BLAQ (feat. Luciano),BLAQ ON BLAQ (feat. Luciano),HoodBlaq,2024-05-30,DEKF22400486,"3,772",22.0,8033479,1347,7618938,70.0
It's That Time,It's That Time,Marlon Hoffstadt,2023-04-21,QM4TX2371595,"3,789",22.0,29365536,28087,18522511,62.0
Jom ka du me tï¿½ï¿,Jom ka du me tï¿½ï¿,Dafina Zeqiri,2024-05-31,QZNFJ2402633,"3,791",22.0,1196257,208,567656,57.0
BellaBella,Bella Bella (feat. Scelo),Vanco,2017-02-23,ZA4MG1700001,"3,783",22.0,3835,12,142,1.0
Dah Dah DahDah,Who is Nardo Wick?? (Deluxe),Nardo Wick,2022-07-22,USRC12202590,"3,766",22.0,142262820,53038,20272136,63.0
Cab In A Solo,Cab In A Solo - Single,Scotty McCreery,2023-08-18,USQX92304263,"3,787",22.0,11614161,2375,2311705,55.0
Sï¿½ï¿½,Sï¿½ï¿½,Anuel AA,2021-11-18,QMDA62184373,"3,771",22.0,200764254,45002,9737159,57.0
Bachke Bachke (feat. Yarah),Making Memories,Karan Aujla,2023-08-18,CAW112300246,"3,779",22.0,53303131,6899,2394704,61.0
Fed Up,ANTI-ICON,Ghostemane,2020-10-21,ZZOPM2003235,"3,785",22.0,219841054,71843,10101641,64.0
Slide,Slide,H.E.R.,2019-09-27,USRC11902505,"3,781",22.0,224529894,50674,7520303,53.0
Be The One,Be The One,Eli Brown,2023-03-31,GBUM72302199,"3,777",22.0,75309953,34283,39325226,67.0
Top 10 staTues tHat CriEd bloOd,POST HUMAN: NeX GEn,Bring Me The Horizon,2024-05-24,GBARL2400277,"3,788",22.0,13330547,1675,21053939,73.0
This City,Not a Hobby,Sam Fischer,2018-01-19,TCADL1840559,"3,767",22.0,633467655,74321,32015799,63.0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (Fade),ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (Fade) - Single,Jeff Satur,2022-09-23,THW092201719,"3,811",21.9,41494349,6516,1169599,52.0
Baila Conmigo (feat. Kelly Ruiz),Baila Conmigo (feat. Kelly Ruï¿½ï,Dayvi,2018-12-28,MXF011900173,"3,797",21.9,417257612,76682,17689258,62.0
Noticed,Noticed,Lil Mosey,2018-07-20,USUM71809565,"3,819",21.9,727014998,114135,13562882,65.0
Happy Birthday,Happy Birthday,Jovanie,2019-03-22,QM4TX1990759,"3,793",21.9,37866,449,53427,3.0
Sharing Locations (feat. Lil Baby & Lil Durk),Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,2021-08-27,USAT22105014,"3,805",21.9,172558590,71478,11466134,53.0
Overwhelmed,Overwhelmed,Royal & the Serpent,2020-06-26,USAT22002973,"3,813",21.9,189175699,49325,8000164,62.0
Kitsch,Kitsch,IVE,2023-03-27,QM4TX2337765,"3,798",21.9,146489854,12540,4019167,64.0
Rewrite The Stars,Rewrite The Stars,Zac Efron,2017-11-17,USAT21704623,"3,823",21.8,989608207,89520,20163755,67.0
GUCCI LOS PAï¿½ï,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2023-02-24,USUM72222544,"3,826",21.8,121721506,8049,3681766,67.0
Legends Never Die,Legends Never Die (feat. Against The Current),League of Legends,2017-09-15,QMAF31500062,"3,841",21.8,595564275,93643,10186393,70.0
Michi Teyu Ku (Overflowing),ýýýýýýýýýýýýýýý,Fujii Kaze,2024-03-14,JPPO02400480,"3,825",21.8,33845527,1766,5537845,69.0
Desde Esa Noche,Desde Esa Noche,Thalia,2016-01-29,USSD11600005,"3,845",21.8,322003779,25025,10799784,59.0
FRANCHISE (feat. Young Thug & M.I.A.),FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,2020-09-25,USSM12004756,"3,830",21.8,278032053,79755,13755423,63.0
Kya Baat Ay,Kya Baat Ay,Harrdy Sandhu,2018-09-24,INS171806873,"3,831",21.8,115373265,10885,2902589,60.0
Do not touch,Do not touch,MISAMO,2023-07-14,JPWP02370420,"3,828",21.8,65157999,8260,3310476,57.0
PERSIAN RUGS,PARTYPACK,PARTYNEXTDOOR,2020-10-16,USWB12004216,"3,840",21.8,113153819,35421,6478459,65.0
En Peligro de Extinciï¿½,En Peligro De Extinciï¿½,La Adictiva,2018-05-13,MXA411400084,"3,832",21.8,310742518,20307,11542516,65.0
Be Kind (with Halsey),Manic,Marshmello,2020-01-17,USUG12001567,"3,829",21.8,664972754,67417,29811087,67.0
Zukunft Pink (feat. Inï¿½ï,Zukunft Pink (feat. Inï¿½ï¿½z) - Si,Peter Fox,2022-10-20,DEA622201528,"3,822",21.8,131713257,43947,6669237,58.0
Dime,Dime,El Malilla,2024-04-15,USA2P2420093,"3,827",21.8,40072883,1248,57818152,75.0
Jee Ni Lagda,Making Memories,Karan Aujla,2023-08-18,CAW112300242,"3,871",21.7,56798458,7404,1780691,62.0
Nira Ishq,Nira Ishq,Guri,2019-02-21,FR10S1963992,"3,873",21.7,102266938,5921,739326,61.0
Jugnu,Jugnu,Badshah,2021-10-26,INUM72100074,"3,847",21.7,162005746,11105,3811972,61.0
Graduation (with Juice WRLD),Graduation (with Juice WRLD),benny blanco,2019-08-30,USUM71916692,"3,869",21.7,358055646,63452,9753180,58.0
Fim de Semana no Rio,Fim de Semana no Rio,Teto,2022-03-30,BXW922200001,"3,856",21.7,174165147,32542,6206794,61.0
Hot N*gga,Hot N*gga,Bobby Shmurda,2014-07-25,USSM11405787,"3,851",21.7,491313680,122568,20199078,64.0
For Tonight,For Tonight,Giveon,2021-09-24,USSM12106837,"3,848",21.7,259405297,46330,19899069,59.0
Barely Holdin' On,Barely Holdin' On,Polo G,2023-08-18,USSM12305651,"3,846",21.7,49246411,22225,4792493,59.0
Lihim,Lihim,Arthur Miguel,2023-07-28,PHW012300230,"3,849",21.7,68411628,4215,13721864,65.0
About Damn Time,Special,Lizzo,2022-07-15,USAT22203704,"3,881",21.7,846772236,22663,8235045,64.0
Elegï¿½ï¿½ (feat. Dï¿½ï¿½me,Elegï¿½ï¿½ (feat. Dï¿½ï¿½me,Rauw Alejandro,2020-03-26,USSD12000059,"3,860",21.7,439049524,57496,13084955,63.0
Hallelujah,A Pentatonix Christmas,Pentatonix,2016-10-21,USRC11601833,"3,885",21.7,441916342,47499,20527523,55.0
March Madness,56 Nights,Future,2015-03-21,USSM11507194,"3,886",21.7,169574765,46212,10914718,61.0
Que Calor (with J Balvin & El Alfa),Major Lazer Essentials,Major Lazer,2018-10-19,QMUY41800271,"3,875",21.7,433664050,78546,20739392,59.0
Revenge,17,XXXTENTACION,2017-08-25,USUYG1156895,"3,867",21.7,1356969354,184465,30276013,81.0
White Iverson,White Iverson,Post Malone,2013-06-13,USUM71511528,"3,918",21.6,1135209969,158507,27779312,70.0
Say Something (feat. Chris Stapleton),Say Something,Justin Timberlake,2018-01-25,USRC11703503,"3,891",21.6,505748520,60774,17047156,64.0
Hoa Cï¿½ï¿½ï,Hoa Cï¿½ï¿½ï,Phong Max,2023-04-25,VNA1M2204855,"3,912",21.6,4168391,962,77885,41.0
lost souls,The Melodic Blue,Baby Keem,2021-09-22,USSM12107536,"3,889",21.6,206432478,79180,9708315,64.0
Se Joga no Passinho,Se Joga no Passinho,Brisa Star,2021-06-18,BXI8I2100073,"3,901",21.6,110101642,13672,3376873,50.0
Overloading (OVERDOSE),"Overdose (feat. LADIPOE, Magixx & Boy Spyce) - Single",Mavins,2022-05-13,NGA3B2201001,"3,920",21.6,58523865,18165,3041519,53.0
shipping,Follow Your Nature,great area,2022-12-15,UKKTQ2200011,"3,902",21.6,130895,259,4467,25.0
Stole the Show,Stole the Show,Kygo,2015-03-23,SEBGA1500071,"3,913",21.6,964765127,131842,38541359,70.0
LOOOVE (feat. Kid Cudi),UTOPIA,Travis Scott,2023-07-28,USSM12305018,"3,919",21.6,72380469,32141,3198359,63.0
Bahagiaku Sederhana,Bahagiaku Sederhana,Jamik Jams,2021-10-21,SGB502102465,"3,895",21.6,271438,59,12313,21.0
UNA CERVEZA,Pa las Baby's Y Belikeada,Fuerza Regida,2023-10-20,QZ9QQ2300794,"3,908",21.6,159876075,8225,21015676,79.0
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,2021-10-22,USUG12103119,"3,909",21.6,289013053,32179,23070902,63.0
Rake It Up,Rake It Up,Yo Gotti,2017-06-23,USSM11705366,"3,924",21.6,365789171,47875,14327367,58.0
Walk,Walk/Spin,Kodak Black,2022-09-16,USAT22214755,"3,903",21.6,62323136,33941,10580136,54.0
Versace on the Floor,24K Magic,Bruno Mars,2016-11-17,USAT21602949,"3,949",21.5,797648369,64011,17977153,72.0
Runaway (U & I) [Dance],"This Is MELON, Vol. 1 (Dance)",MELON,2023-02-24,ZZOPM2342242,"3,961",21.5,13502324,3124,10531046,42.0
Love Me Like This,expï¿½ï¿½rgo ,NMIXX,2023-03-21,US5TA2200195,"3,937",21.5,96439278,9999,5451670,64.0
Buss It,Buss It,Erica Banks,2020-05-15,USUYG1312999,"3,936",21.5,145000664,32202,13605018,53.0
Matte Black,"Sing Me a Lullaby, My Sweet Temptation",$uicideboy$,2022-07-29,QZAPK2000269,"3,938",21.5,162889846,45505,2568098,69.0
"Akh Lad Jaave (From ""Loveyatri"")","Akh Lad Jaave (From ""Loveyatri"")",Badshah,2018-08-23,INS181801889,"3,950",21.5,97600091,10461,4441829,55.0
Uhaw,Uhaw,Dilaw,2022-11-18,PHW012200294,"3,958",21.5,42862565,5084,1645697,54.0
Bondade de Deus,Bondade de Deus,Isaias Saad,2022-02-21,BCII12200001,"3,960",21.5,91842323,15910,8695499,63.0
Jar of Hearts,jar of hearts,Christina Perri,2010-07-27,USAT21001508,"3,945",21.5,534874667,65494,31544782,65.0
UP,UP,INNA,2021-10-29,ROGRA2101937,"3,944",21.5,35440292,7611,1055511,49.0
ýýQuýý Nos Pasýý?,ýýQuýý Nos Pasýý? - Single,Anuel AA,2022-05-26,QM6MZ2220000,"3,926",21.5,161990851,31668,4718236,68.0
I GUESS I'M IN LOVE,I GUESS I'M IN LOVE,Clinton Kane,2021-08-20,USSM12104467,"3,959",21.5,416972132,75352,37597369,63.0
Tapï¿½ï¿½o Na ,Som No Talo,Raï¿½ï¿½ Saia Ro,2021-01-22,BRS4R2000060,"3,933",21.5,196159389,21913,6808067,53.0
SWEET / I THOUGHT YOU WANTED TO DANCE,CALL ME IF YOU GET LOST,"Tyler, The Creator",2021-06-25,USQX92102138,"3,947",21.5,269671235,93761,9361340,69.0
Saiyaan Ji,Saiyaan Ji,Yo Yo Honey Singh,2021-01-27,INS182100158,"3,942",21.5,39793463,5646,1398949,48.0
Can I Call You Tonight?,Can I Call You Tonight?,Dayglow,2018-01-26,TCADL1825079,"3,930",21.5,596164214,158639,32332004,71.0
Sweet Child O' Mine,Appetite For Destruction,Guns N' Roses,1987-07-21,USGF18714809,"3,931",21.5,1879386440,295491,96032046,80.0
Obsessed,Obsessed,Riar Saab,2022-09-29,QMBZ92299094,"3,972",21.4,161366691,18781,6151558,64.0
Ropa Cara,Ropa Cara,Camilo,2021-01-18,USSD12000609,"3,979",21.4,185362995,19981,3838967,50.0
Straightenin,Straightenin,Migos,2021-05-14,USUG12100188,"3,968",21.4,135665686,61959,9905843,51.0
Percherï¿½,Las Canciones De La Granja De Zenï¿½ï¿½n Vo,El Reino Infantil,2016-11-17,ARF061501325,"3,988",21.4,17238604,1581,439901,49.0
Me Gusta,Me Gusta,Shakira,2020-01-13,USQX92000112,"3,991",21.4,353815769,49237,19452357,61.0
Middle,Middle,DJ Snake,2015-10-16,USUM71515784,"3,974",21.4,1068023888,136601,31036842,70.0
El Patito Juan,La Hormiguita Hippie,Biper Y Sus Amigos,2004-10-24,QZ2J21500186,"3,969",21.4,29422741,3040,672003,54.0
Jumpshot,Sunday,Dawin,2016-07-29,USUM71606698,"3,976",21.4,71345247,8334,1543930,45.0
Drift Night,Drift Night,Alfianie,2022-07-30,SGB502231047,"3,967",21.4,218621,137,18188,29.0
Show Me How,Show Me How - Single,Men I Trust,2018-02-28,TCADM1873570,"3,965",21.4,466462034,145278,21911416,20.0
Love Is Gone - Acoustic,Love Is Gone (Acoustic),SLANDER,2019-11-13,CA5KR1969481,"3,993",21.3,486647778,83294,21025597,71.0
Yakï¿½ï¿½ï¿½ï,Yakï¿½ï¿½ï¿½ï,Kï¿½ï,2023-11-24,TRAUR2300059,"4,017",21.3,63563583,3408,7197789,69.0
Por las Noches (Remix),Por las Noches (Remix) - Single,Peso Pluma,2023-02-27,USQX92301266,"4,023",21.3,129370457,14028,4216550,62.0
TABU.,TABU.,Yung Yury,2023-03-17,QZES82389788,"4,009",21.3,110533607,40021,4746927,63.0
Solid (feat. Drake),Slime Language 2,Young Stoner Life,2021-04-16,QMCE32100237,"3,992",21.3,277393068,103470,22919370,61.0
Joro,Joro,Wizkid,2019-09-30,USRC11901068,"4,005",21.3,117819788,59052,4339220,59.0
House Of Lies,House Of Lies,Ikka,2024-05-24,INS182401441,"4,013",21.3,5200791,137,2965343,42.0
Stop Breathing,Whole Lotta Red,Playboi Carti,2020-12-25,USUM72024691,"4,002",21.3,178750521,76739,7135729,66.0
all the good girls go to hell,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,USUM71900766,"4,008",21.3,640099263,74072,22449798,68.0
Mï¿½ï¿½,Mï¿½ï¿½,Nio Garcia,2019-02-22,QM4TW1972660,"4,015",21.3,76516847,14310,2814938,48.0
505,Favourite Worst Nightmare,Arctic Monkeys,2007-04-21,GBCEL0700074,"3,999",21.3,1660504577,315657,60158552,80.0
Banco do Carona,Banco do Carona,Mc Don Juan,2023-04-14,BRWMB2300660,"4,019",21.3,71078859,9468,8189292,60.0
DISCOTEKA (feat. Locura Mix),DISCOTEKA (feat. Locura Mix),The La Planta,2023-02-16,BK4DA2301022,"4,001",21.3,89073254,15308,4179773,60.0
I Get The Bag (feat. Migos),I Get The Bag (feat. Migos),Gucci Mane,2017-08-17,USAT21703179,"4,022",21.3,554022596,98431,18605080,64.0
Terre Pyaar Mein,Terre Pyaar Mein,Himesh Reshammiya,2021-08-20,USA2P2128140,"3,997",21.3,7762464,955,135906,40.0
Colors,Colors,Black Pumas,2019-04-16,USATO1900023,"4,014",21.3,215492373,91317,9796420,67.0
Flowers,Flowers,Lauren Spencer Smith,2022-04-14,USUG12202201,"4,000",21.3,260183209,36176,9276256,65.0
Stir Fry,Stir Fry,Migos,2017-12-20,USUM71714081,"4,033",21.2,680431508,107585,23414054,68.0
DOLLAZ ON MY HEAD (feat. Young Thug),WUNNA,Gunna,2020-05-22,QMCE32000228,"4,035",21.2,390498074,113725,17440703,64.0
7 Summers,7 Summers,Morgan Wallen,2020-08-14,QZ22S1800133,"4,038",21.2,433429705,47966,7954524,73.0
You're Somebody Else,Nothing Lasts Forever (And It's Fine),flora cash,2017-04-21,SEXCG1700102,"4,025",21.2,473059298,108732,25587455,62.0
